state_fips,state,period,Cluster_ID,Cluster,Silhouette_Value,Distance_to_Assigned_Centroid,real_gdp_per_capita,real_personal_income_per_capita_2017,real_output_per_job,real_average_wages_salaries_2017,manufacturing_share,professional_business_share,healthcare_share,natural_resources_agriculture_share,Cluster_Name
42,Pennsylvania,Baseline_2015_2019,2,Cluster_2,0.47234623754351784,0.8784374615319736,58218.9790777814,52301.21113913019,98396.81645572612,53115.63364427999,9.772314552697528,13.921236617848354,17.952467550227055,0.9042107476070782,Balanced Manufacturing-Healthcare Economies
44,Rhode Island,Baseline_2015_2019,2,Cluster_2,0.4242082332748958,1.2565593739972365,54254.45736849499,50678.86885137285,92127.39385398164,53265.035705652415,8.469073325297092,13.953425723360388,17.595360776543295,0.2540321128991611,Balanced Manufacturing-Healthcare Economies
45,South Carolina,Baseline_2015_2019,6,Cluster_6,0.35822340279766335,1.464746747766448,45488.66883711148,42395.42445979368,81696.09479702986,45291.94419869042,11.980940731989389,13.856131137929532,13.120438717404316,0.6069875715505237,Lower-Capacity Manufacturing-Intensive Economies
46,South Dakota,Baseline_2015_2019,1,Cluster_1,0.1559163668942081,1.5745946587247397,59485.8849458477,50238.9863073956,85735.3522553168,41943.596667858525,10.26541262498354,7.7152148180753075,16.53100566190422,1.5639103930511118,Lower-Capacity Resource-Healthcare Economies
47,Tennessee,Baseline_2015_2019,6,Cluster_6,0.19899622149925575,1.279860181035328,52422.93173101878,44771.887405155736,87748.8745515263,48425.86978403463,11.806680818582436,14.022795273697652,14.00153482988561,0.3789640121749545,Lower-Capacity Manufacturing-Intensive Economies
48,Texas,Baseline_2015_2019,5,Cluster_5,0.36804013663047064,0.9825420253841036,60278.43682921854,48986.43930519161,99017.41534132908,55779.47175769007,7.2491321132451105,14.057913160159329,13.492559942754047,2.491508479883186,Professional-Service Low-Healthcare Economies
49,Utah,Baseline_2015_2019,5,Cluster_5,0.21896425046874915,1.655120520660215,55346.94286408712,43401.230794948126,86652.57642213117,47821.21999949355,9.005798499639956,14.52358179305062,11.59291533166926,1.042065182538184,Professional-Service Low-Healthcare Economies
50,Vermont,Baseline_2015_2019,1,Cluster_1,0.21078890385020932,1.2206788584355621,51067.72061286417,50427.53144243078,75052.12132120028,45527.72705556314,9.72893042229891,9.501684261441172,17.645819287133147,1.2726455616804706,Lower-Capacity Resource-Healthcare Economies
51,Virginia,Baseline_2015_2019,0,Cluster_0,0.0007650818817312881,1.8154431518310596,60907.145799242055,54456.9448655784,99237.62263797564,58127.03085952837,6.42184992747759,19.283304382224653,12.77491557865402,0.5010776549493731,High-Capacity Professional-Service Economies
53,Washington,Baseline_2015_2019,3,Cluster_3,0.06960153319152736,2.25713300584703,71283.05753317257,57133.341943692765,119881.54344876535,62263.9011347452,9.134586019706614,12.454356692577294,14.122146411141523,3.2563336334178388,High-Capacity Resource-Specialized Economies
54,West Virginia,Baseline_2015_2019,1,Cluster_1,0.3680957107539957,2.0382399309213843,41423.003670433965,39184.626324182704,84597.98036204604,43248.415504802775,6.816782868593185,9.937036302217932,19.53533040080797,3.41447461060339,Lower-Capacity Resource-Healthcare Economies
55,Wisconsin,Baseline_2015_2019,6,Cluster_6,0.35758865072508345,1.0240468650611418,55470.30816051878,48584.76597133311,87979.07150556149,48066.66512014354,16.53618469273787,11.374921456938852,14.77229335830279,1.1021244789503497,Lower-Capacity Manufacturing-Intensive Economies
56,Wyoming,Baseline_2015_2019,3,Cluster_3,0.4808867564211934,1.9193168786400798,66418.27355815361,57212.58345692672,95297.01111495231,47967.99741414374,3.504456106591244,6.816113191118366,12.7640141650264,8.53484416348309,High-Capacity Resource-Specialized Economies
01,Alabama,Shock_2020_2022,6,Cluster_6,0.43451977086478016,0.7096993022832755,45960.80474485637,44180.16542322341,83977.14806557186,48239.28014120681,13.502923204509957,12.990238726454132,13.93509404436991,0.8854895434763588,Lower-Capacity Manufacturing-Intensive Economies
02,Alaska,Shock_2020_2022,3,Cluster_3,0.579208793482299,1.1300365032494664,69587.7751226735,58712.18131206546,115407.60805147556,59847.52499115494,3.957472100584744,8.94752757046158,15.903060642437952,3.8589052357475535,High-Capacity Resource-Specialized Economies
04,Arizona,Shock_2020_2022,5,Cluster_5,0.3745006185868883,0.7709008015586576,53886.2289660746,50187.64588969321,95968.9285227774,56225.104277095736,6.247920218175096,15.330148074883232,14.343694069305217,1.1853509322159734,Professional-Service Low-Healthcare Economies
05,Arkansas,Shock_2020_2022,6,Cluster_6,0.32853470404771595,0.9601533512145007,44521.94038704344,45962.26987501475,79841.86646381779,46674.011957297706,13.087534447634754,12.299444916415236,16.357513066247975,1.297860339686148,Lower-Capacity Manufacturing-Intensive Economies
06,California,Shock_2020_2022,4,Cluster_4,0.3399352416042953,1.3159661619678746,78354.31851589466,66941.54057863068,128135.8600091728,74889.41497670127,7.567867743106397,16.055966296301012,15.489549261046278,2.520575436777717,Very-High-Capacity Service-Healthcare Economies
08,Colorado,Shock_2020_2022,0,Cluster_0,0.2713422249770222,1.2391487850187508,69277.96490829665,63516.37361588335,101449.0487097515,63760.62241639672,5.5363718514673215,16.87892397856085,13.1851952762241,1.495717969701026,High-Capacity Professional-Service Economies
09,Connecticut,Shock_2020_2022,4,Cluster_4,0.420565905719331,1.2017165807850083,75122.86742664907,72860.61759925832,118332.62770256336,68668.30890861007,9.71877845018097,13.534569685699957,17.938338819873934,0.3359088083141757,Very-High-Capacity Service-Healthcare Economies
10,Delaware,Shock_2020_2022,0,Cluster_0,0.2807858849533934,1.375574443251486,75881.58170918738,53472.729037971294,123434.53500143642,57789.38108993706,5.781870173567178,14.384719055816667,16.865789550800475,0.2844415493613936,High-Capacity Professional-Service Economies
12,Florida,Shock_2020_2022,5,Cluster_5,0.3874150415572273,1.1543918246375062,52986.68524989212,54984.54109147805,86359.83620602834,55239.56168300348,4.3983353582335045,16.538378314677434,14.086098704201104,0.8122811079495048,Professional-Service Low-Healthcare Economies
13,Georgia,Shock_2020_2022,5,Cluster_5,0.3767935982061352,1.0619051368548298,59052.222752997615,49247.97179669407,96292.90418666392,56669.01498459539,8.800987531068666,16.319706517784944,12.421162601514176,0.6483010439481983,Professional-Service Low-Healthcare Economies
15,Hawaii,Shock_2020_2022,5,Cluster_5,0.43626051923729586,0.9709144211921578,58064.40606061022,54150.74368197373,97785.69190593006,54310.79514272287,2.470796716657039,12.288686788127292,13.357244833264948,0.6906930237766958,Professional-Service Low-Healthcare Economies
16,Idaho,Shock_2020_2022,1,Cluster_1,0.25604511115950973,1.3343818291630962,46394.31837092159,48399.25138265585,77886.10822591884,46334.46038104033,8.92934393453279,12.93247781322841,14.335153841496,3.423158983417302,Lower-Capacity Resource-Healthcare Economies
17,Illinois,Shock_2020_2022,0,Cluster_0,0.41932455646497174,0.9021111250730652,66685.23364621184,58620.036354317446,109207.1025719248,63512.52790662152,9.81820572972584,16.295250507900857,13.912883550371768,0.4407372202946482,High-Capacity Professional-Service Economies
18,Indiana,Shock_2020_2022,6,Cluster_6,0.23917077601112846,1.5363487413825967,55766.609195213976,50038.103496257536,95618.53577640843,50007.3078777589,17.362852730500794,11.568554237612412,14.600434654840967,0.6930775082145072,Lower-Capacity Manufacturing-Intensive Economies
19,Iowa,Shock_2020_2022,6,Cluster_6,0.15228198971206605,1.8420229543109992,61757.2405013302,51285.83206362303,96133.93114849077,47929.3419053904,14.57054833246317,9.348708018800965,14.462708199206446,1.4957555550328625,Lower-Capacity Manufacturing-Intensive Economies
20,Kansas,Shock_2020_2022,2,Cluster_2,0.11650369909809213,1.049596628476378,58398.581377724535,52556.47091113164,89450.44462271611,48940.3207264918,11.99401164630744,12.817969042344506,15.153139472366709,1.3791323239358484,Balanced Manufacturing-Healthcare Economies
21,Kentucky,Shock_2020_2022,6,Cluster_6,0.4128209988503273,0.3664155678662483,47478.8238284493,45210.541375000175,83872.99225120666,47253.78105209812,13.110225391989042,11.84211522157311,15.217410912849587,0.8875757502543293,Lower-Capacity Manufacturing-Intensive Economies
22,Louisiana,Shock_2020_2022,1,Cluster_1,0.30133032311325936,0.5576016015547208,51028.0291918967,47898.71919461203,87959.76984375826,49391.454836543824,7.231268998251572,11.960947789947983,16.732928359395515,2.041518427682609,Lower-Capacity Resource-Healthcare Economies
23,Maine,Shock_2020_2022,1,Cluster_1,-0.05209600431616295,1.3367498587770448,51228.9011955135,52252.23528247315,83741.43321667968,50229.206714198175,9.746308019338814,12.133782210835925,17.798522703145668,1.3975894539678484,Lower-Capacity Resource-Healthcare Economies
24,Maryland,Shock_2020_2022,0,Cluster_0,0.48204767941709714,1.0674605438059201,65218.71774411095,61154.65356422283,107556.3091146356,65204.15574685495,4.290017099502232,18.041100199271227,14.489173623677337,0.2807481324444378,High-Capacity Professional-Service Economies
25,Massachusetts,Shock_2020_2022,4,Cluster_4,0.4801633299505408,1.424066741983132,84025.81897473118,73710.03998681107,123300.30463252524,76159.8044768367,6.760300334706227,17.735627276027557,18.355195868446856,0.3662722153437888,Very-High-Capacity Service-Healthcare Economies
26,Michigan,Shock_2020_2022,2,Cluster_2,0.1706100119221803,1.18442491007697,52097.80219679148,50095.64831561869,93553.51329549494,54854.9307385736,14.062058324142528,15.277263709148777,15.294834806548634,0.8985006818925871,Balanced Manufacturing-Healthcare Economies
27,Minnesota,Shock_2020_2022,2,Cluster_2,0.3060005570105592,1.4520668933261627,65396.50481073824,59192.61297342169,100872.8118063745,59025.42876524763,11.348369858414827,13.52748202646844,17.69495915049591,1.0278279965705703,Balanced Manufacturing-Healthcare Economies
28,Mississippi,Shock_2020_2022,6,Cluster_6,0.24327270362973658,1.879369390395149,38768.09561213001,40709.126824208906,70535.06646525502,41774.85800285806,12.917899965337249,10.5434058155391,15.743959569008648,1.294006582010076,Lower-Capacity Manufacturing-Intensive Economies
29,Missouri,Shock_2020_2022,2,Cluster_2,0.3338274824597623,0.9219381850672498,53219.06707633153,49977.10440855064,86668.47169037201,51689.31377606898,9.948646471039442,13.772913066184792,16.767110937628686,0.6490641479251033,Balanced Manufacturing-Healthcare Economies
30,Montana,Shock_2020_2022,1,Cluster_1,0.4696022479082071,1.0342011283977561,48007.98183727568,52116.86772804519,74521.5688411375,46049.81830794085,4.454139201728133,9.89446335100176,15.4095539640355,2.674963863493328,Lower-Capacity Resource-Healthcare Economies
31,Nebraska,Shock_2020_2022,2,Cluster_2,0.2160589041670523,1.478052064160396,68082.53333323677,55685.49721145501,100459.43814567324,50111.05624529111,10.366336352566456,12.448258691059207,14.75650128052713,1.6537483905623924,Balanced Manufacturing-Healthcare Economies
32,Nevada,Shock_2020_2022,5,Cluster_5,0.48549269218110014,1.2607863682138207,57477.97499363712,53169.35209517559,94773.73790842212,53713.19823663927,4.40773033667628,14.13252363470028,10.737075934504931,1.46066969228478,Professional-Service Low-Healthcare Economies
33,New Hampshire,Shock_2020_2022,0,Cluster_0,0.14877972283930513,1.466490746800866,63804.347654593694,64666.1768319714,99411.71419659632,61508.0787632899,10.551050720120635,13.761762628891008,14.725123658680674,0.4163114430896728,High-Capacity Professional-Service Economies
34,New Jersey,Shock_2020_2022,0,Cluster_0,0.35982159056034235,1.115876444559419,67471.34719104435,66877.8247908094,111967.15181040492,67853.31175088276,6.130896579916108,17.40888575507537,15.272715245900011,0.3099147888417756,High-Capacity Professional-Service Economies
35,New Mexico,Shock_2020_2022,1,Cluster_1,0.33322976931818904,1.698857766247214,47841.1227324217,44870.00282507372,92279.11396661708,48501.68191951056,3.478040919033848,14.239396430047307,17.55700776823487,3.765203845296977,Lower-Capacity Resource-Healthcare Economies
36,New York,Shock_2020_2022,4,Cluster_4,0.5268557518569053,1.5314037536530691,87161.27916124725,66866.71787578893,140945.58142056662,76999.93126338499,4.59778900414916,14.636258633809549,19.073091672090456,0.3598100931297137,Very-High-Capacity Service-Healthcare Economies
37,North Carolina,Shock_2020_2022,5,Cluster_5,0.06359312884928363,1.3370242321394146,56231.19037807381,50119.34942253102,94162.65557561137,54581.26120856579,10.276719961098088,15.245565158905514,13.910742009970214,0.6342886562810364,Professional-Service Low-Healthcare Economies
38,North Dakota,Shock_2020_2022,3,Cluster_3,0.5275884021977402,1.026905467008432,73140.4021028385,58878.17821538349,100060.88316257084,50524.98038687997,6.534589557970468,8.468667691564706,16.619289563670563,4.921191949620934,High-Capacity Resource-Specialized Economies
39,Ohio,Shock_2020_2022,2,Cluster_2,0.3750253616941111,0.8060338451931652,57803.70853545538,50311.58500843672,96683.6322215341,53252.71744466488,12.700588090450507,13.89613608876532,16.465950389143803,0.4965126666931847,Balanced Manufacturing-Healthcare Economies
40,Oklahoma,Shock_2020_2022,1,Cluster_1,0.21150423940753774,1.3714654395359105,48445.705565500575,48411.973213442216,83466.91578552751,47263.03000831688,8.391761148408412,12.554373961509867,14.057263223657705,2.5050962466268576,Lower-Capacity Resource-Healthcare Economies
41,Oregon,Shock_2020_2022,2,Cluster_2,0.1257287553724482,1.4510619313896356,58206.576355269644,54560.676057280514,96682.25947946556,57711.487952101015,9.946027174077331,13.65580591586592,15.315543914425774,3.0972501867450872,Balanced Manufacturing-Healthcare Economies
42,Pennsylvania,Shock_2020_2022,2,Cluster_2,0.394565537039007,1.3820530352778784,58495.677638990055,56499.5556451136,99345.04121007337,56783.71656171147,9.68814824141318,14.32036935750014,18.58741865106201,0.8479527341310531,Balanced Manufacturing-Healthcare Economies
44,Rhode Island,Shock_2020_2022,2,Cluster_2,0.3571626049039085,1.3293291441931825,54768.8608180158,55759.28748223077,93857.2766745529,56418.51299585571,8.396671960262049,14.66136405209314,17.408102181961425,0.2601708106383353,Balanced Manufacturing-Healthcare Economies
45,South Carolina,Shock_2020_2022,6,Cluster_6,0.29125373066167787,1.3271999365087666,47099.87384558291,46722.95759516952,83408.50127899331,48287.51838606479,11.982576018720572,14.150235778511552,13.387149016951646,0.58689237582985,Lower-Capacity Manufacturing-Intensive Economies
46,South Dakota,Shock_2020_2022,1,Cluster_1,0.07917277289962578,1.9152096320431158,61121.84734863726,58559.75709036109,87947.22254867615,45410.36890360504,10.229837555191716,8.283081712731613,17.06851893862972,1.7305445969631588,Lower-Capacity Resource-Healthcare Economies
47,Tennessee,Shock_2020_2022,2,Cluster_2,0.09837574516923717,1.5115964376995643,56534.17103442142,50309.75486692903,91785.97475886864,52114.82129754619,11.53070484875883,14.506128175939518,13.889610027437078,0.3780887688662321,Balanced Manufacturing-Healthcare Economies
48,Texas,Shock_2020_2022,5,Cluster_5,0.31275937800068354,1.0067437323360862,63663.10017256531,53320.37199559241,101611.45204597892,58732.98260521376,7.074266834767244,15.27036123507797,13.55585964801202,1.9684032483270444,Professional-Service Low-Healthcare Economies
49,Utah,Shock_2020_2022,5,Cluster_5,0.42346250470103486,1.050262517945185,62309.43016130009,50879.40013934296,92830.80807590358,52675.62716762597,9.095570736777631,14.86559215131814,11.638236563754342,0.9624772019930576,Professional-Service Low-Healthcare Economies
50,Vermont,Shock_2020_2022,1,Cluster_1,0.07706394546553373,1.2961953626531926,52069.46490216351,54607.4026723863,79966.86317524745,49923.33457250098,9.810083769133694,10.703039517343264,17.871874717714405,1.4158479877023205,Lower-Capacity Resource-Healthcare Economies
51,Virginia,Shock_2020_2022,0,Cluster_0,0.31318540689009955,1.6154599305336859,64677.40546597718,59093.78952585836,103973.13950112136,62317.35806996663,6.443756223582878,20.430569780543443,12.919088749453069,0.463314958780405,High-Capacity Professional-Service Economies
53,Washington,Shock_2020_2022,4,Cluster_4,0.2574992119333601,2.034707878142528,79805.937951462,64911.767227096185,134823.07344232188,71714.46641100988,8.254322478822893,13.92939321535953,14.58852783502431,2.94228622801717,Very-High-Capacity Service-Healthcare Economies
54,West Virginia,Shock_2020_2022,1,Cluster_1,0.3343307045009896,2.1968596165417744,42702.65369423352,42922.55582838458,88213.05569426942,44836.83739950467,6.862520110156607,10.611016815604458,20.610858246594727,2.953577974983799,Lower-Capacity Resource-Healthcare Economies
55,Wisconsin,Shock_2020_2022,6,Cluster_6,0.19206562091487409,1.4674604535197562,56593.161907190246,53086.38340838565,90718.81496892544,51218.53627615129,16.67003169756209,11.405711497226216,15.15626999123686,1.1071538682893765,Lower-Capacity Manufacturing-Intensive Economies
56,Wyoming,Shock_2020_2022,3,Cluster_3,0.5398951033852651,1.3748471617725655,64018.76736363594,63817.6638302063,88953.49110026947,48808.845836561006,3.6979194207150408,7.465108982377868,13.456898849141274,6.953021351776098,High-Capacity Resource-Specialized Economies
01,Alabama,Post_Shock_2023_2024,6,Cluster_6,0.4216793692406806,0.5512958000506614,49015.20590954616,44334.00650889544,85400.17948090174,47790.64398567763,13.539406540369376,12.870579094869091,14.130823083162102,0.8356425131793505,Lower-Capacity Manufacturing-Intensive Economies
02,Alaska,Post_Shock_2023_2024,3,Cluster_3,0.5978407413642415,1.1840360854525536,74855.9672578187,59124.5688699742,116990.77158872865,58711.48730795107,3.796876097604299,9.01362659573454,15.74119974800944,4.13720804205621,High-Capacity Resource-Specialized Economies
04,Arizona,Post_Shock_2023_2024,5,Cluster_5,0.25391172484766544,1.0194915986861208,58268.33415035723,51220.433082495336,98685.62684143144,55611.14576091767,6.092327639735346,14.764182686126674,14.83147881100192,1.1397400485430849,Professional-Service Low-Healthcare Economies
05,Arkansas,Post_Shock_2023_2024,6,Cluster_6,0.31047894816753463,0.9512949322965001,46925.5720645662,45860.85375855904,80497.69763485903,46050.76623720397,12.62031673916028,12.5639600412278,16.37734848978441,1.2034719488056993,Lower-Capacity Manufacturing-Intensive Economies
06,California,Post_Shock_2023_2024,4,Cluster_4,0.40870172702397733,1.1307549352340713,82890.33075456198,66421.82386427777,128050.08438572793,71798.45868962258,7.123393312455049,15.485083856922415,16.26512080704643,2.360648661729573,Very-High-Capacity Service-Healthcare Economies
08,Colorado,Post_Shock_2023_2024,0,Cluster_0,0.3480913023151633,1.316494315438903,74705.00686682828,64468.80916680817,104376.86409581629,62982.48498508197,5.203773407835138,17.142627204461917,13.286305062136284,1.3687044953666867,High-Capacity Professional-Service Economies
