state_fips,state,period,Peer_Rank,PCA_Distance,Same_Cluster_as_Illinois,Cluster_ID,Cluster_Name,Illinois_Cluster_ID,Illinois_Cluster_Name,PC1,PC2,PC3,PC4
27,Minnesota,Baseline_2015_2019,11,2.346294000897632,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.2230674701799614,-0.1755354989844911,1.1513459722890629,0.0923967255619629
15,Hawaii,Baseline_2015_2019,12,2.5913875339123837,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.0553405232887919,0.0352732272983499,-2.0427077339451416,-0.3393648229322383
31,Nebraska,Baseline_2015_2019,13,2.6210134563156733,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.7324858329117471,0.2596138244094832,-0.0685997902168477,0.6017699450815398
26,Michigan,Baseline_2015_2019,14,2.652333152129421,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.186672655199319,-1.6183935659943798,0.4348669489244011,0.3078696442402045
47,Tennessee,Baseline_2015_2019,15,2.656464903198972,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.3324935372971636,-1.6374516158447676,-0.1096252266455482,0.2421487544247388
42,Pennsylvania,Baseline_2015_2019,16,2.7058359977783377,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.0525149376881004,-0.2278465288425268,1.2281039502888151,-0.7068226942042968
44,Rhode Island,Baseline_2015_2019,17,2.751647259887427,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.1790520304559569,-0.8942773520440694,1.045137002217764,-1.1676358420483124
39,Ohio,Baseline_2015_2019,18,2.7591982914802564,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.935379413205892,-1.1767932561065624,1.0568105921932778,0.0301409804887436
53,Washington,Baseline_2015_2019,19,2.8090632669768323,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,1.6319036662996784,1.3050093138566587,-0.4291153413136694,1.263606969132275
49,Utah,Baseline_2015_2019,20,2.8604448470502852,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.3186535408264932,-1.1107323221768328,-1.7280899768529745,0.4252652720931174
20,Kansas,Baseline_2015_2019,21,2.869253381464052,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.3702381983019565,-0.3843786242825178,0.0343721936749177,0.5071748036313032
04,Arizona,Baseline_2015_2019,22,2.9829216356233452,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.0476600770162143,-0.6401776065314096,-1.4029237576010227,-1.001402424299705
12,Florida,Baseline_2015_2019,23,2.986397347265256,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.7631920640988227,-0.7333230344825112,-1.4767259114271598,-1.3714543315615568
41,Oregon,Baseline_2015_2019,24,2.9908204062845494,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.1381827372385862,0.3933292730649478,-0.5163547025669893,0.2575669815353501
09,Connecticut,Baseline_2015_2019,25,3.135171500196892,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,3.195707371717527,-0.0134515808870938,1.5333470278013464,0.5199750304182902
29,Missouri,Baseline_2015_2019,26,3.1722860252153757,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.3550237008253243,-0.9363021030828472,0.5435603602706166,-0.8644129784222291
25,Massachusetts,Baseline_2015_2019,27,3.3066048591673036,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,3.569275630026944,-0.4152146736224877,1.254205541589419,-0.7348507890548652
32,Nevada,Baseline_2015_2019,28,3.410199187881228,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.6937854607541779,-0.281442453631758,-3.0724013935037844,0.1257224971009413
45,South Carolina,Baseline_2015_2019,29,3.5190418693400978,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.233891614841611,-1.6685369685888525,-0.6015044213752376,0.2702138908201011
55,Wisconsin,Baseline_2015_2019,30,3.541218795203206,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.7069676337990387,-0.7387415578135084,0.9560955594441448,1.5515523079458502
36,New York,Baseline_2015_2019,31,3.664286355500669,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,4.021634172435238,0.2765725704421915,0.9063240761984366,-0.5231090957049053
18,Indiana,Baseline_2015_2019,32,3.8082800256124347,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.9867595752977407,-1.2584243979648264,1.0018286443428828,1.755855166009573
22,Louisiana,Baseline_2015_2019,33,3.863367213094287,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.6456700071434287,0.904248160173821,-0.2292084591547578,-0.5903276593447354
19,Iowa,Baseline_2015_2019,34,3.907542640868379,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.884524437429489,0.2581635495937331,0.6474399541643414,1.6464619390608288
01,Alabama,Baseline_2015_2019,35,4.000635769591151,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.7099862466088296,-1.2758150483519508,-0.0808421253964341,0.5049478709860963
40,Oklahoma,Baseline_2015_2019,36,4.0889778141816455,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.092834636717446,0.8477808149929222,-1.1457013110389618,0.1194276362818618
21,Kentucky,Baseline_2015_2019,37,4.106743081206869,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.727916179474756,-0.8635677814250541,0.2843328121547259,0.4118365617392265
50,Vermont,Baseline_2015_2019,38,4.428055239820443,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.09303674896086,0.6776890683698166,1.2522670270288974,-0.4813080198275828
46,South Dakota,Baseline_2015_2019,39,4.454611429769668,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.9241755566799108,1.290820377718246,1.079906934583189,0.5228149450688511
02,Alaska,Baseline_2015_2019,40,4.474096942842482,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,1.1638712808747214,3.0991168390428383,-0.6307608807960855,0.6100132529860336
23,Maine,Baseline_2015_2019,41,4.4904981687700225,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.261951632264248,0.169773777882043,1.1598073079293236,-1.0815317712247456
05,Arkansas,Baseline_2015_2019,42,4.685705894161445,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-3.063426122973984,-0.5767247698510765,0.8609841808383545,-0.3136341346042989
38,North Dakota,Baseline_2015_2019,43,4.827662007799609,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,-0.1923088698646852,3.2182839416045343,-0.3858780103841757,0.8153642286610453
16,Idaho,Baseline_2015_2019,44,4.934720158386749,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-3.187846079701222,0.5444697900356045,-1.0296583701953377,-0.2803320681404911
35,New Mexico,Baseline_2015_2019,45,5.135488501570792,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.083460834626621,1.5095400802623962,-0.7173622169480628,-2.113362377601866
30,Montana,Baseline_2015_2019,46,5.268273522672325,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.7863003865515155,1.6272508827466867,-0.6821913395445434,-1.0270018883378136
28,Mississippi,Baseline_2015_2019,47,5.695522987702999,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-4.182428083910274,-0.3132131088035606,0.5795937371541906,-0.1501239640926913
56,Wyoming,Baseline_2015_2019,48,5.89799519673489,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,-0.7730284348978884,3.984392959500024,-1.7888686936976783,1.1045768628212018
54,West Virginia,Baseline_2015_2019,49,5.955676226456065,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.9066233415470117,1.7528204818522282,1.1141375437614425,-1.868762839476288
33,New Hampshire,Shock_2020_2022,1,1.0281928631305344,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,1.4812628865464268,-0.7672953186666808,0.3752975938740668,0.6980947319747411
34,New Jersey,Shock_2020_2022,2,1.654743432390747,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,3.2478980148863714,-0.99001186975573,-0.2131554235567414,-0.5211982522490531
08,Colorado,Shock_2020_2022,3,1.7473511833371742,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.266486574260147,-0.1643790081541673,-1.508039633037653,0.0243834933248436
24,Maryland,Shock_2020_2022,4,1.75768647120613,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.7022898971981246,-1.2100752266692572,-0.9349128909331116,-0.9773584195427216
51,Virginia,Shock_2020_2022,5,1.8136505378963022,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.31912012597276,-1.953222080990338,-1.628629477113657,-0.5128484756745152
10,Delaware,Shock_2020_2022,6,1.8613931377781754,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.330597089767141,-0.159514445500566,0.636147026641512,-0.5668465798404269
13,Georgia,Shock_2020_2022,7,2.0087446620113645,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.3040514884250128,-1.5187699191131705,-1.3414480984837964,0.1971191974176772
48,Texas,Shock_2020_2022,8,2.03259735914698,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.8429071580087915,0.0441889639860386,-1.2189610600078082,0.0979714784062268
37,North Carolina,Shock_2020_2022,9,2.150374332658014,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.1277897081406567,-1.3283646533223998,-0.4443403289461358,0.1343666969023299
47,Tennessee,Shock_2020_2022,10,2.437098958004105,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.4313438475147952,-1.543295953296186,-0.1335112571613917,0.4277671035336754
27,Minnesota,Shock_2020_2022,11,2.4487617248315647,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,1.006747438101225,-0.0134984254709284,1.4800385154596518,0.0997591640022985
49,Utah,Shock_2020_2022,12,2.4495388576215773,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.0731815964490191,-0.9735161504200132,-1.5558335277807702,0.7891411393694246
04,Arizona,Shock_2020_2022,13,2.4871957905869784,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.1092132590444286,-0.4950337861295535,-0.9787888233952696,-0.7458168931302457
44,Rhode Island,Shock_2020_2022,14,2.567271531828288,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.450591276351783,-0.9486096881285316,0.95783782167975,-1.0826531848436167
31,Nebraska,Shock_2020_2022,15,2.597063388930444,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.1551072774386944,0.4410515720847835,0.0816017764105234,0.911934132458214
26,Michigan,Shock_2020_2022,16,2.6791464880325933,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.5509107380292687,-1.436173208246988,0.5339030801126508,0.3936148666490257
39,Ohio,Shock_2020_2022,17,2.6982231162423407,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.261102679232607,-1.0985632021743117,1.1234401253175363,0.1344611922583731
15,Hawaii,Shock_2020_2022,18,2.705896341280995,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.415511902513684,0.2279212252578779,-1.3964224138135548,-0.6440736142062238
12,Florida,Shock_2020_2022,19,2.7072808789966887,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.2771553361038674,-0.8288887228499632,-1.3690025295305333,-1.2484303813919844
41,Oregon,Shock_2020_2022,20,2.7705020429438574,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.0505592676901361,0.6542599406067316,-0.1579895255359784,0.2829804252976164
42,Pennsylvania,Shock_2020_2022,21,2.8572567020389363,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.6260706768353522,-0.2120577217525354,1.5069370851998063,-0.8488161444850276
09,Connecticut,Shock_2020_2022,22,3.01578486044323,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,3.566517313717039,0.0450259984349233,1.870540253129081,0.3567555012989203
06,California,Shock_2020_2022,23,3.0170216068659266,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,4.0838386760522125,0.852935662853241,-0.1454316480661842,0.5603656048597118
20,Kansas,Shock_2020_2022,24,3.1198216628328534,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.8580476310368083,-0.2129737950763561,0.3439943768414178,0.598207711900534
32,Nevada,Shock_2020_2022,25,3.2054159353310143,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.0991777181915937,-0.1280335078849287,-2.596201383785004,0.2176911550372877
29,Missouri,Shock_2020_2022,26,3.207855406400193,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.7517455140754543,-0.7493401828198583,0.7465775077844529,-0.6696812457263918
53,Washington,Shock_2020_2022,27,3.2752678370936645,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,3.721083421978609,1.348426091863951,-0.2470800207497926,1.3054111672822504
45,South Carolina,Shock_2020_2022,28,3.6529680086473437,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.6452190733048184,-1.6175420120889803,-0.4477293996648911,0.3100989746890337
55,Wisconsin,Shock_2020_2022,29,3.7030472439854054,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.125009563325599,-0.6113187585927442,1.1992483246451988,1.623205929656332
18,Indiana,Shock_2020_2022,30,3.7542176779936347,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.2129293554485892,-1.1328760457290572,1.1531655439055346,1.796312669433365
25,Massachusetts,Shock_2020_2022,31,3.8993468785353027,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,5.230077921369672,-0.3090158370120451,1.2969303105438614,-0.5569439486496142
23,Maine,Shock_2020_2022,32,3.982518691783671,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.151867879321255,0.2799113136997471,1.103129921882232,-0.7226644355054361
19,Iowa,Shock_2020_2022,33,3.9909727815667213,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.2043090685510864,0.3229458557740107,0.7760548020440395,1.8765639191787853
01,Alabama,Shock_2020_2022,34,4.082468381895374,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.084417469187599,-1.2887626087592496,-0.0190839892443692,0.5634357920375145
22,Louisiana,Shock_2020_2022,35,4.144523325885939,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.2875851456946452,0.7547473828032443,0.195051553836049,-0.8947283201591292
40,Oklahoma,Shock_2020_2022,36,4.191425982964127,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.7520190746120037,0.3907423437611032,-0.8953065583122846,-0.0943253164473222
21,Kentucky,Shock_2020_2022,37,4.2110499484875294,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.0980035814092104,-0.8165951761363098,0.5752409850403879,0.3536846734850258
50,Vermont,Shock_2020_2022,38,4.244135203093894,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.2827810376477475,0.6312918051379998,1.287958840649342,-0.5053617122021095
02,Alaska,Shock_2020_2022,39,4.32739929527812,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,1.3004422961387705,2.951419747809106,-0.1606034672311181,0.2194865032032331
46,South Dakota,Shock_2020_2022,40,4.453329923681176,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.0512723104235342,1.5104676576966003,1.318000260701226,0.5551938513492198
36,New York,Shock_2020_2022,41,4.541617099176024,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,5.404923309637823,0.650418168440405,1.639368688554779,-0.6478531051841938
05,Arkansas,Shock_2020_2022,42,4.571590321363996,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-2.3297317390831664,-0.5549995915510354,0.8582791519192678,-0.0801652691775537
16,Idaho,Shock_2020_2022,43,4.616980605801217,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.1350988375965105,0.5645105075490391,-0.9072668235599212,-0.1746690433562607
35,New Mexico,Shock_2020_2022,44,4.886444492335164,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.1571691868862253,1.3358622148897323,-0.4703109794609255,-2.141737979023681
38,North Dakota,Shock_2020_2022,45,4.910796865683795,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,0.1391357091179038,3.191705694756974,0.3495978887333759,0.5806483459800797
30,Montana,Shock_2020_2022,46,5.089956033923875,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-1.9489353527021904,1.5874222543449117,-0.6632573785549336,-0.8793504026757932
56,Wyoming,Shock_2020_2022,47,5.706543265292652,False,3,High-Capacity Resource-Specialized Economies,0,High-Capacity Professional-Service Economies,-0.5165139252172433,3.6829904434248313,-1.4278780760026295,0.8390215945117667
28,Mississippi,Shock_2020_2022,48,5.80336270285685,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-3.649370212508438,-0.4641060543586696,0.6191857170989725,-0.0798275575077261
54,West Virginia,Shock_2020_2022,49,6.145285353438728,False,1,Lower-Capacity Resource-Healthcare Economies,0,High-Capacity Professional-Service Economies,-2.300323841970888,1.6683953506372249,1.6133024055672645,-2.114355248998217
33,New Hampshire,Post_Shock_2023_2024,1,0.519311433922661,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,1.5989613592845684,-0.8507928103708227,0.2402433284354405,0.6172152064933341
34,New Jersey,Post_Shock_2023_2024,2,1.6290511007439736,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,3.0489345919759763,-0.740265063796608,0.0425326673294907,-0.5755414062192334
48,Texas,Post_Shock_2023_2024,3,1.7454686239644348,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,1.342909106053221,0.1775546228602808,-1.2049071736187138,0.3304049862587476
24,Maryland,Post_Shock_2023_2024,4,1.8109582366806223,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.6501316899986604,-1.0588973167194424,-0.8295640724117769,-0.9539080158254036
10,Delaware,Post_Shock_2023_2024,5,1.812338277416731,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.331665763369809,0.0684189116211011,0.800311421278085,-0.4736046948660301
08,Colorado,Post_Shock_2023_2024,6,1.8539255335819207,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.658096722882149,-0.1144348494149077,-1.4615783243970704,0.0869169851460707
37,North Carolina,Post_Shock_2023_2024,7,1.8544622241157622,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.1578284054771367,-1.2377083076979454,-0.4648952725701116,0.0824312078442018
51,Virginia,Post_Shock_2023_2024,8,1.8950892176938376,True,0,High-Capacity Professional-Service Economies,0,High-Capacity Professional-Service Economies,2.5373003674576817,-1.7305478322693857,-1.433576351571363,-0.4610785812767379
13,Georgia,Post_Shock_2023_2024,9,1.8971614443323976,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.3110584393905359,-1.3342618827163857,-1.0293546373634948,0.1856378498293667
47,Tennessee,Post_Shock_2023_2024,10,2.11375390719543,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.1833910841943406,-1.3295774463338297,-0.0891324557198501,0.5413301622647121
49,Utah,Post_Shock_2023_2024,11,2.171192940381052,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.2030542236309053,-0.721152212895392,-1.376059771603772,0.8640795671499603
04,Arizona,Post_Shock_2023_2024,12,2.20380004902023,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.3636352459768414,-0.2222276879446585,-0.6900646318059791,-0.6682108907928591
31,Nebraska,Post_Shock_2023_2024,13,2.2548055992154783,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.5735439784058698,0.6430859458957505,0.2495464500740387,1.0918672926224942
27,Minnesota,Post_Shock_2023_2024,14,2.318532420556949,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.9703619392964186,0.1587097127505261,1.5746481629041709,0.1181510783840394
12,Florida,Post_Shock_2023_2024,15,2.358323726969728,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.7056952539843575,-0.802955834002138,-1.2395446416060487,-1.132296517300548
15,Hawaii,Post_Shock_2023_2024,16,2.464700724110568,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.6529653873074339,0.2317216832537447,-1.530308340036511,-0.3903613946391886
39,Ohio,Post_Shock_2023_2024,17,2.575221382920965,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.259093437409148,-0.9235310648020708,1.2055676347734123,0.1415102762424458
26,Michigan,Post_Shock_2023_2024,18,2.5918058524125906,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.5880609948349237,-1.2203259139841292,0.54551740804505,0.4917365482990863
41,Oregon,Post_Shock_2023_2024,19,2.5939736755394196,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.1542655797024889,0.8068880750566436,0.0618876800813861,0.1183818488786546
44,Rhode Island,Post_Shock_2023_2024,20,2.6324937440146465,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.2115843504981307,-0.767679583522048,1.0306537461396912,-1.0887900791278136
42,Pennsylvania,Post_Shock_2023_2024,21,2.8137672547770824,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.5194609556425518,-0.11482852490241,1.607474562294111,-0.924364385079394
09,Connecticut,Post_Shock_2023_2024,22,2.97143606294339,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,3.574191966165972,0.2331055521967457,1.9752592803914168,0.3181591033979056
20,Kansas,Post_Shock_2023_2024,23,3.002527183611491,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.8857056939327681,-0.138180600605919,0.4645060903258605,0.7114713660653453
32,Nevada,Post_Shock_2023_2024,24,3.0251277534945933,False,5,Professional-Service Low-Healthcare Economies,0,High-Capacity Professional-Service Economies,0.3948784200519837,-0.0971235941586711,-2.5515819088047604,0.3781181700804711
29,Missouri,Post_Shock_2023_2024,25,3.0301107371615195,False,2,Balanced Manufacturing-Healthcare Economies,0,High-Capacity Professional-Service Economies,-0.6645850771951989,-0.5057069142251762,0.9064107399698526,-0.5608278681752259
06,California,Post_Shock_2023_2024,26,3.0634831693358,False,4,Very-High-Capacity Service-Healthcare Economies,0,High-Capacity Professional-Service Economies,4.049330028678873,1.122729830192618,0.1981946965853777,0.4433161761320326
45,South Carolina,Post_Shock_2023_2024,27,3.404784680110422,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.454491749437533,-1.4637344602067213,-0.3080136647076162,0.3041748333150462
55,Wisconsin,Post_Shock_2023_2024,28,3.4539991664770553,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.0918468635691647,-0.4923290291063787,1.1144434551437592,1.5813774602445203
18,Indiana,Post_Shock_2023_2024,29,3.4870286281631446,False,6,Lower-Capacity Manufacturing-Intensive Economies,0,High-Capacity Professional-Service Economies,-1.0900381226871636,-0.9277527329378282,1.2538607033765592,1.6599023211030055
